"date","timestamp#order_id","fees","fill_price","fill_size","market_id","order_id","pnl_realized","price","side","size","status"
"2025-12-13","2025-12-13T01:02:56.982001#c3021fd1-3767-4968-be5d-c25365ddafbf","0","0.3","10","KXPRESPERSON-28-JVAN","c3021fd1-3767-4968-be5d-c25365ddafbf","0","0.3","yes","10","filled"
"2025-12-13","2025-12-13T01:02:57.971534#c3021fd1-3767-4968-be5d-c25365ddafbf","0","0.3","10","KXPRESPERSON-28-JVAN","c3021fd1-3767-4968-be5d-c25365ddafbf","0","0.3","yes","10","filled"
"2025-12-13","2025-12-13T01:02:59.169557#62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","10","KXPRESPERSON-28-JVAN","62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","yes","10","filled"
"2025-12-13","2025-12-13T01:02:59.201910#c3021fd1-3767-4968-be5d-c25365ddafbf","0","0.3","10","KXPRESPERSON-28-JVAN","c3021fd1-3767-4968-be5d-c25365ddafbf","0","0.3","yes","10","filled"
"2025-12-13","2025-12-13T01:03:00.472156#62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","10","KXPRESPERSON-28-JVAN","62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","yes","10","filled"
"2025-12-13","2025-12-13T01:13:26.531360#62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","10","KXPRESPERSON-28-JVAN","62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","yes","10","filled"
"2025-12-13","2025-12-13T01:13:27.195497#62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","10","KXPRESPERSON-28-JVAN","62052029-711c-40c2-83c0-7d255d60e3ec","0","0.3","yes","10","filled"
