@timestamp,@message
2025-12-26 08:45:48.089,"{""ts"": ""2025-12-26T08:45:47.931987+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Batch cancel - order failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:740"", ""order_id"": ""93f5d4d1-ac84-4568-a9d1-0fcaa47e3ee1"", ""error_msg"": ""not found"", ""error_code"": ""not_found"", ""logger"": ""dora_bot.exchange_client""}"
2025-12-26 08:45:48.089,"{""ts"": ""2025-12-26T08:45:47.932080+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Cancel failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:740"", ""market"": ""KXWCCREG-26-GONZ"", ""order_id"": ""058f66bc-53f8-40d9-b3e4-7fdc5a3161ff"", ""error_msg"": ""not found"", ""batch_number"": 1, ""logger"": ""__main__""}"
2025-12-26 08:45:48.089,"{""ts"": ""2025-12-26T08:45:47.932114+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Cancel failed"", ""event_type"": ""BATCH_CANCEL_FAILED"", ""decision_id"": ""20251226-010945-5de626:BATCH_CANCEL:740"", ""market"": ""KXNEXTCOACHOUTNFL-26-2-LV"", ""order_id"": ""93f5d4d1-ac84-4568-a9d1-0fcaa47e3ee1"", ""error_msg"": ""not found"", ""batch_number"": 1, ""logger"": ""__main__""}"
2025-12-26 08:45:43.829,"{""ts"": ""2025-12-26T08:45:43.543447+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order state drift detected"", ""event_type"": ""LOG"", ""loop_count"": 740, ""stale_local_orders"": 0, ""untracked_exchange_orders"": 4, ""logger"": ""__main__""}"
2025-12-26 08:45:43.578,"{""ts"": ""2025-12-26T08:45:43.543207+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order on exchange but not in local state (untracked)"", ""event_type"": ""LOG"", ""market"": ""KXIPO-26-RIPPLE"", ""order_id"": ""d0021328-0313-4719-8cae-6f282bbf3a74"", ""side"": ""yes"", ""price"": 0.33, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:43.578,"{""ts"": ""2025-12-26T08:45:43.543246+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order on exchange but not in local state (untracked)"", ""event_type"": ""LOG"", ""market"": ""KXIPO-26-RIPPLE"", ""order_id"": ""a91e688e-9216-4e61-82cb-ca8391f9efa1"", ""side"": ""no"", ""price"": 0.39, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:43.578,"{""ts"": ""2025-12-26T08:45:43.543280+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order on exchange but not in local state (untracked)"", ""event_type"": ""LOG"", ""market"": ""KXWCCREG-26-GONZ"", ""order_id"": ""058f66bc-53f8-40d9-b3e4-7fdc5a3161ff"", ""side"": ""yes"", ""price"": 0.56, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:43.578,"{""ts"": ""2025-12-26T08:45:43.543308+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order on exchange but not in local state (untracked)"", ""event_type"": ""LOG"", ""market"": ""KXNEXTCOACHOUTNFL-26-2-LV"", ""order_id"": ""93f5d4d1-ac84-4568-a9d1-0fcaa47e3ee1"", ""side"": ""yes"", ""price"": 0.26, ""size"": 10, ""logger"": ""dora_bot.state_manager""}"
2025-12-26 08:45:11.755,"{""ts"": ""2025-12-26T08:45:11.632136+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Loop exceeded target duration"", ""event_type"": ""LOG"", ""loop_duration_ms"": 37257.195234298706, ""target_ms"": 10000.0, ""logger"": ""__main__""}"
2025-12-26 08:45:06.491,"{""ts"": ""2025-12-26T08:45:06.185827+00:00"", ""level"": ""WARNING"", ""service"": ""dora-bot"", ""env"": ""prod"", ""bot_version"": ""unknown"", ""bot_run_id"": ""20251226-010945-5de626"", ""message"": ""Order state drift detected"", ""event_type"": ""LOG"", ""loop_count"": 739, ""stale_local_orders"": 4, ""untracked_exchange_orders"": 0, ""logger"": ""__main__""}"
