Date,Timestamp,Market,Side,Price,Size,Qty Before,Qty After,Avg Buy Before,Avg Sell Before,Avg Buy After,Avg Sell After,P&L Change,Cumulative P&L
2025-12-26,2025-12-26T21:35:50.645751+00:00,KXNEXTCOACHOUTNFL-26-2-CIN,yes,$0.030,3,2,5,$0.030,$0.060,$0.030,$0.060,$+0.00,$0.35
2025-12-26,2025-12-26T21:35:50.646290+00:00,KXNEXTCOACHOUTNFL-26-2-CLE,yes,$0.410,10,-2,8,$0.390,$0.450,$0.410,$0.450,$+0.08,$1.52
2025-12-26,2025-12-26T21:35:50.646694+00:00,KXNEXTCOACHOUTNFL-26-2-BAL,yes,$0.040,3,5,8,$0.040,$0.070,$0.040,$0.070,$+0.00,$0.72
2025-12-26,2025-12-26T21:36:16.653391+00:00,KXNEXTCOACHOUTNFL-26-2-BAL,no,$0.040,8,8,0,$0.040,$0.070,$0.040,$0.070,$+0.00,$0.72
2025-12-26,2025-12-26T21:40:55.447086+00:00,KXNEXTCOACHOUTNFL-26-2-TB,no,$0.070,5,5,0,$0.030,N/A,$0.030,N/A,$+0.20,$0.20
2025-12-26,2025-12-26T21:41:11.957658+00:00,KXLEADERNFLPYDS-26JAN05-MSTA,yes,$0.320,5,0,5,$0.300,N/A,$0.320,N/A,$+0.00,$0.05
2025-12-26,2025-12-26T22:19:18.769512+00:00,KXTECHLAYOFF-25NOV-1.4,no,$0.470,4,2,-2,$0.420,N/A,$0.420,$0.470,$+0.10,$0.10
2025-12-26,2025-12-26T22:28:35.198911+00:00,KXDOJEPSTEINOUT-26,no,$0.320,14,10,-4,$0.320,$0.310,$0.320,$0.320,$+0.00,$-0.37
2025-12-26,2025-12-26T22:29:27.431655+00:00,KXRECOGSOMALI-29,yes,$0.640,5,-5,0,N/A,$0.600,N/A,$0.600,$-0.20,$-0.20
2025-12-26,2025-12-26T22:43:41.134807+00:00,KXNEXTCOACHOUTNFL-26-2-BAL,no,$0.110,10,0,-10,$0.040,$0.070,$0.040,$0.110,$+0.00,$0.72
