market_ticker,market_title,status,current_spread,volume_7d_contracts,volume_7d_orders,7d_profit_current_usd,7d_profit_optimal_usd,7d_optimal_bid,7d_optimal_ask,7d_current_spread,7d_required_spread,60d_profit_current_usd,60d_profit_optimal_usd,60d_optimal_bid,60d_optimal_ask,60d_current_spread,60d_required_spread,event_ticker,event_title,7d_required_spread_with_fees,7d_roundtrip_fee_cents,60d_required_spread_with_fees,60d_roundtrip_fee_cents,spread_sufficient_flag
KXCO2LEVEL-30-440,How bad will CO2 atmospheric concentration get before 2030?,active,6.0,,,,,,,6.0,0.0,,,,,6.0,0.0,KXCO2LEVEL-30,How bad will CO2 atmospheric concentration get before 2030?,0.315,0.315,0.315,0.315,1.0
KXCASECESSION-30,Will a ballot initiative on California secession qualify for a vote before 2030?,active,9.0,1.0,1.0,-0.012012,0.0,0.0,1.0,9.0,0.0,-4.172865856250004,1.1918493504672898,25.0,33.0,9.0,0.0,KXCASECESSION-30,Will a ballot initiative on California secession qualify for a vote before 2030?,0.6817125000000002,0.6817125000000002,0.6817125000000002,0.6817125000000002,1.0
KXBUSHBY-30,"When will Karl Bushby reach his home of Hull, England from his walk around the world before 2030?",active,5.0,166.0,23.0,0.6046867844827571,1.0632695,78.0,89.0,5.0,-1.820363754859119,-12.672524625000005,27.147114,76.0,85.0,5.0,-0.2768486388664434,KXBUSHBY-30,Will Karl Bushby Finish His World Walk to Hull Before 2030?,-1.3864512548591188,0.4339125000000001,0.1570638611335567,0.4339125000000001,1.0
KXBOND-30-CAL,Will Callum Turner be the next James Bond?,active,4.0,2241.0,48.0,-47.08322973417724,31.572396999999995,36.0,49.0,4.0,1.394999947658715,-434.1314311855123,121.671478,36.0,49.0,4.0,2.068972847747867,KXBOND-30,Who will be the next James Bond?,2.210849947658715,0.8158500000000001,2.8848228477478672,0.8158500000000001,0.0
KXBOND-30-JOS,Will Josh O'Connor be the next James Bond?,active,4.0,235.0,1.0,-0.7813750000000005,10.968625,0.0,10.0,4.0,0.0,-21.24429049504951,18.54845,0.0,14.0,4.0,0.0,KXBOND-30,Who will be the next James Bond?,0.10185,0.10185,0.10185,0.10185,1.0
KXBOND-30-SCO,Will Scott Rose-Marsh be the next James Bond?,active,,,,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-CHARL,Will Charlie Hunnam be the next James Bond?,active,,117.0,1.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-JACO,Will Jacob Elordi be the next James Bond?,active,,48.0,1.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-TOMH,Will Tom Holland be the next James Bond?,active,2.0,26.0,2.0,-0.105923,1.14338575,6.0,13.0,2.0,0.0,11.634852,11.634852,6.0,8.0,2.0,0.1528584770169623,KXBOND-30,Who will be the next James Bond?,0.22785,0.22785,0.3807084770169623,0.22785,0.0
KXBOND-30-IDRIS,Will Idris Elba be the next James Bond?,active,,,,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-JAC,Will Jack Lowden be the next James Bond?,active,7.0,,,,,,,7.0,0.0,-0.3400319999999999,3.671504,6.0,12.0,7.0,0.0,KXBOND-30,Who will be the next James Bond?,0.1504125,0.1504125,0.1504125,0.1504125,1.0
KXBOND-30-HAR,Will Harris Dickinson be the next James Bond?,active,2.0,703.0,3.0,-38.2090084167852,0.0,0.0,1.0,2.0,0.0,-19.1611372278481,23.78876978595317,0.0,19.0,2.0,0.1466471150213533,KXBOND-30,Who will be the next James Bond?,0.315,0.315,0.4616471150213533,0.315,0.0
KXBOND-30-JON,Will Jonathan Bailey be the next James Bond?,active,,78.0,1.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-CIL,Will Cillian Murphy be the next James Bond?,active,,,,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-THEO,Will Theo James be the next James Bond?,active,,150.0,2.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-REG,Will Regé-Jean Page be the next James Bond?,active,7.0,,,,,,,7.0,0.0,-0.0463679999999999,0.0,0.0,9.0,7.0,0.0,KXBOND-30,Who will be the next James Bond?,0.1504125,0.1504125,0.1504125,0.1504125,1.0
KXBOND-30-TOM,Will Tom Hardy be the next James Bond?,active,3.0,1004.0,3.0,-0.123648,0.0,0.0,5.0,3.0,0.0,-1.58900276433121,14.211016000000004,2.0,8.0,3.0,4.0,KXBOND-30,Who will be the next James Bond?,0.0853125,0.0853125,4.0853125,0.0853125,0.0
KXBOND-30-AP,Will Aaron Pierre be the next James Bond?,active,7.0,689.0,4.0,-1.6317000000000008,18.5724,0.0,18.0,7.0,7.958002624670604,-28.87591125083613,42.5741375,9.0,18.0,7.0,1.7805553840030637,KXBOND-30,Who will be the next James Bond?,8.170715124670604,0.2127125,1.993267884003064,0.2127125,0.0
KXBOND-30-EDG,Will Edgar Wright be the next James Bond?,no trades,,,,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-EDW,Will Edward Berger be the next James Bond?,no trades,,,,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-RM,Will Richard Madden be the next James Bond?,active,,2.0,1.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-JN,Will James Norton be the next James Bond?,active,,2.0,2.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-HC,Will Henry Cavill be the next James Bond?,active,,516.0,6.0,,,,,,,,,,,,,KXBOND-30,Who will be the next James Bond?,,,,,
KXBOND-30-DI,Will Damson Idris be the next James Bond?,active,6.0,350.0,1.0,0.0,0.0,0.0,9.0,6.0,0.0,-0.5122455000000022,0.0,0.0,10.0,6.0,-1.2,KXBOND-30,Who will be the next James Bond?,0.1974,0.1974,-1.0026,0.1974,1.0
KXBOND-30-ATJ,Will Aaron Taylor-Johnson be the next James Bond?,active,4.0,1108.0,14.0,-0.3091220000000038,0.0,0.0,15.0,4.0,-0.065087381958545,-1814.2949126966607,653.25374625,10.0,77.0,4.0,1.855282042652025,KXBOND-30,Who will be the next James Bond?,0.304512618041455,0.3696,2.2248820426520246,0.3696,1.0
KXBLUESPACEX-30,Will Blue Origin land an uncrewed Blue Moon MK1 lander on the moon before SpaceX lands an uncrewed Starship?,active,4.0,184.0,12.0,1.6474319999999998,1.6474319999999998,70.0,74.0,4.0,1.29027623112899,-23.170097662650587,112.89785,69.0,83.0,4.0,-0.1572815482931315,KXBLUESPACEX-30,Will Blue Origin land on the moon before SpaceX?,1.9958762311289904,0.7056000000000001,0.5483184517068685,0.7056000000000001,1.0
KXARTISTCOLLABTHUGANDGUNNA-30-2030,Will Young Thug and Gunna make a song together?,no trades,,,,,,,,,,,,,,,,KXARTISTCOLLABTHUGANDGUNNA-30,When will Young Thug and Gunna make a song together?,,,,,
KXARTISTCOLLABTHUGANDGUNNA-30-2029,Will Young Thug and Gunna make a song together?,no trades,,,,,,,,,,,,,,,,KXARTISTCOLLABTHUGANDGUNNA-30,When will Young Thug and Gunna make a song together?,,,,,
KXARTISTCOLLABTHUGANDGUNNA-30-2028,Will Young Thug and Gunna make a song together?,active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXARTISTCOLLABTHUGANDGUNNA-30,When will Young Thug and Gunna make a song together?,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,1.0
KXARTISTCOLLABTHUGANDGUNNA-30-2027,Will Young Thug and Gunna make a song together?,no trades,,,,,,,,,,,,,,,,KXARTISTCOLLABTHUGANDGUNNA-30,When will Young Thug and Gunna make a song together?,,,,,
KXARTISTCOLLABTHUGANDGUNNA-30-2026,Will Young Thug and Gunna make a song together?,no trades,,,,,,,,,,,,,,,,KXARTISTCOLLABTHUGANDGUNNA-30,When will Young Thug and Gunna make a song together?,,,,,
KXARTISTCOLLABDRAKEKENDRICK-30,Will Drake and Kendrick Lamar make a son together?,active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXARTISTCOLLABDRAKEKENDRICK-30,Will Drake and Kendrick Lamar make a song together before 2030?,0.44625,0.44625,0.44625,0.44625,1.0
EUEXPANSION-30,Will any country join the EU by 2030?,active,6.0,87.0,8.0,-1.1694907400000012,0.7305667500000004,77.0,80.0,6.0,0.0,-15.172154514705891,0.2495010000000001,76.0,82.0,6.0,-0.2215014653166888,EUEXPANSION,EU has a new member before 2030?,0.5599999999999999,0.5599999999999999,0.3384985346833111,0.5599999999999999,1.0
EUEXIT-30,Will a country leave the EU by 2030?,active,2.0,391.0,12.0,1.275415903225807,4.951699903225807,25.0,29.0,2.0,-0.75,-0.8933028834422646,37.68282015605095,23.0,30.0,2.0,-0.7113841660367051,EUEXIT,EU loses a member before 2030?,-0.0766,0.6734,-0.037984166036705,0.6734,0.0
CHINAUSGDP-30,Will China overtake US GDP by 2030?,active,1.0,416.0,20.0,-3.5851095,0.0,0.0,28.0,1.0,0.0,-33.27838650000003,38.924256,27.0,30.0,1.0,0.3501497273689302,CHINAUSGDP,China overtakes USA’s economy by 2030?,0.6817125000000002,0.6817125000000002,1.0318622273689304,0.6817125000000002,0.0
BEYONCEGENRE-30-TRA,Where will the next Beyonce album chart?,active,5.0,6.0,4.0,0.0710935,0.097992,68.0,72.0,5.0,0.0,0.21354725,0.21354725,67.0,72.0,5.0,-0.75,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.7419125000000001,0.7419125000000001,-0.0080874999999999,0.7419125000000001,1.0
BEYONCEGENRE-30-RA,Where will the next Beyonce album chart?,active,4.0,,,,,,,4.0,0.0,,,,,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.5166000000000001,0.5166000000000001,0.5166000000000001,0.5166000000000001,1.0
BEYONCEGENRE-30-TRHA,Where will the next Beyonce album chart?,active,4.0,2.0,1.0,-0.0343139999999999,0.0,0.0,44.0,4.0,0.0,0.75714,0.75714,39.0,43.0,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.8466500000000001,0.8466500000000001,0.8466500000000001,0.8466500000000001,1.0
BEYONCEGENRE-30-THA,Where will the next Beyonce album chart?,active,4.0,,,,,,,4.0,0.0,0.75471,0.75471,5.0,9.0,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.22785,0.22785,0.22785,0.22785,1.0
BEYONCEGENRE-30-TGA,Where will the next Beyonce album chart?,active,4.0,96.0,4.0,1.6231439999999997,1.6231439999999997,21.0,25.0,4.0,0.0,1.6231439999999997,1.6231439999999997,21.0,25.0,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.6198500000000001,0.6198500000000001,0.6198500000000001,0.6198500000000001,1.0
BEYONCEGENRE-30-DEA,Where will the next Beyonce album chart?,active,4.0,,,,,,,4.0,0.0,,,,,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.3696,0.3696,0.3696,0.3696,1.0
BEYONCEGENRE-30-AFA,Where will the next Beyonce album chart?,active,4.0,,,,,,,4.0,0.0,,,,,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.6734,0.6734,0.6734,0.6734,1.0
BEYONCEGENRE-30-TCA,Where will the next Beyonce album chart?,active,4.0,48.0,4.0,0.7303905,0.94329375,10.0,15.0,4.0,0.0,0.7303905,0.94329375,10.0,15.0,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.39585,0.39585,0.39585,0.39585,1.0
BEYONCEGENRE-30-TAA,Where will the next Beyonce album chart?,active,4.0,,,,,,,4.0,0.0,,,,,4.0,0.0,BEYONCEGENRE-30,What genre will Beyonce’s next album be?,0.4704000000000001,0.4704000000000001,0.4704000000000001,0.4704000000000001,1.0
AMAZONFTC-29DEC31,Will a court find that Amazon has illegally maintained a monopoly?,active,3.0,349.0,48.0,1.2594204999999992,4.5084095,59.0,66.0,3.0,0.1898453238277553,-7.892987667177915,15.733813612903226,46.0,66.0,3.0,0.3020247377818967,AMAZONFTC-29DEC31,Courts consider Amazon a monopoly?,1.0262578238277555,0.8364125000000002,1.138437237781897,0.8364125000000002,1.0
APPLEUS-29DEC31,DOJ wins their anti-trust case against Apple?,active,6.0,2831.0,140.0,2.4982997233009723,48.2417009375,16.0,48.0,6.0,5.685967498216996,-820.1017776688221,296.41873262857143,40.0,60.0,6.0,3.3766697028974537,APPLEUS,Courts consider Apple a monopoly?,6.434617498216996,0.7486499999999999,4.125319702897453,0.7486499999999999,0.0
STARSHIPMARS-29DEC31,Manned Starship mission to Mars before 2030?,active,4.0,821.0,25.0,-30.36990866901409,2.3992315,15.0,23.0,4.0,0.2128977536777351,-16.0252873367347,18.732520784360187,15.0,21.0,4.0,-0.3414634146341464,STARSHIPMARS,Starship launches humans to Mars before 2030?,0.7067477536777352,0.4938500000000001,0.1523865853658537,0.4938500000000001,1.0
KXALBERTAREFYES-29,Will Alberta vote to secede from Canada before the next general election?,active,4.0,326.0,3.0,-1.3298250000000007,0.0,0.0,16.0,4.0,0.0,-103.43121865491692,166.75477970588236,2.0,14.0,4.0,0.2606177790040767,KXALBERTAREFYES-29,Will Alberta vote to secede from Canada before the next general election?,0.39585,0.39585,0.6564677790040767,0.39585,1.0
KXUKPARTY-29-GRE,Will Green win the next U.K. election?,active,5.0,,,,,,,5.0,0.0,-6.411699000000008,0.0,0.0,8.0,5.0,0.0,KXUKPARTY-29,Which party will win the next U.K. election?,0.1504125,0.1504125,0.1504125,0.1504125,1.0
KXUKPARTY-29-Y,Will Your Party win the next U.K. election?,active,,,,,,,,,,,,,,,,KXUKPARTY-29,Which party will win the next U.K. election?,,,,,
KXUKPARTY-29-BRUV,Will Bruv win the next U.K. election?,active,,1.0,1.0,,,,,,,,,,,,,KXUKPARTY-29,Which party will win the next U.K. election?,,,,,
KXUKPARTY-29-R,Will Reform win the next U.K. election?,active,1.0,208.0,4.0,-4.909408715686272,0.0232,56.0,63.0,1.0,0.0,-24.403488892789383,33.336216646875,52.0,60.0,1.0,-0.7786414633148011,KXUKPARTY-29,Which party will win the next U.K. election?,0.8364125000000002,0.8364125000000002,0.0577710366851991,0.8364125000000002,0.0
KXUKPARTY-29-LD,Will Liberal Democratic win the next U.K. election?,active,2.0,,,,,,,2.0,0.0,,,,,2.0,0.0,KXUKPARTY-29,Which party will win the next U.K. election?,0.0686,0.0686,0.0686,0.0686,0.0
KXUKPARTY-29-L,Will Labour win the next U.K. election?,active,4.0,23.0,3.0,-0.3556191666666672,0.0,0.0,26.0,4.0,0.0,-1.0362105,0.3498497500000002,21.0,28.0,4.0,0.0,KXUKPARTY-29,Which party will win the next U.K. election?,0.6198500000000001,0.6198500000000001,0.6198500000000001,0.6198500000000001,1.0
KXUKPARTY-29-C,Will Conservative win the next U.K. election?,active,4.0,60.0,4.0,-0.6246249999999998,0.4892325,8.0,12.0,4.0,0.0,-0.0246791764705882,0.976078894736842,8.0,12.0,4.0,0.0,KXUKPARTY-29,Which party will win the next U.K. election?,0.28665,0.28665,0.28665,0.28665,1.0
KXBALANCE-29,Will Trump balance the budget?,active,4.0,458.0,16.0,-1.0834215000000018,8.640214,5.0,11.0,4.0,-2.286574558416697,2.195279499999998,10.9328125,5.0,13.0,4.0,-1.3717434957396204,KXBALANCE-29,Will Trump balance the budget?,-1.943924558416697,0.34265,-1.0290934957396205,0.34265,1.0
KXGDPSHAREMANU-29,Will Trump bring back manufacturing?,active,5.0,298.0,16.0,-2.61016740652174,5.548272,17.0,35.0,5.0,3.881867454091888,-11.494008386363635,15.736532806603774,17.0,22.0,5.0,2.229069312515876,KXGDPSHAREMANU-29,Will Trump bring back manufacturing?,4.452279954091887,0.5704125,2.799481812515876,0.5704125,0.0
KXFULLTERMSKPRES-29,Will South Korean President Lee Jae-myung serve their full term?,active,8.0,164.0,10.0,-1.2252239999999983,4.778892000000002,76.0,84.0,8.0,1.7165063509461096,-13.28487073684213,8.933267443037968,76.0,84.0,8.0,1.2194374650592334,KXFULLTERMSKPRES-29,Will South Korean President Lee Jae-myung serve their full term?,2.2331063509461098,0.5166000000000002,1.7360374650592336,0.5166000000000002,1.0
KXGOVTCUTS-28-750,Will government spending decrease by 750 before 2028?,active,8.0,,,,,,,8.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,0.5166000000000001,0.5166000000000001,0.5166000000000001,0.5166000000000001,1.0
KXGOVTCUTS-28-500,Will government spending decrease by 500 before 2028?,active,4.0,,,,,,,4.0,0.0,-1.7419500000000017,0.0,0.0,1.0,4.0,0.0,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,0.6198500000000001,0.6198500000000001,0.6198500000000001,0.6198500000000001,1.0
KXGOVTCUTS-28-2000,Will government spending decrease by 2000 before 2028?,active,4.0,,,,,,,4.0,0.0,-2.060799999999999,0.0,0.0,1.0,4.0,0.0,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,0.315,0.315,0.315,0.315,1.0
KXGOVTCUTS-28-1000,Will government spending decrease by 1000 before 2028?,active,8.0,100.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,0.4214,0.4214,0.4214,0.4214,1.0
KXGOVTCUTS-28-250,Will government spending decrease by 250 before 2028?,active,8.0,500.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,-0.1028999999999999,0.5971000000000001,0.0,40.0,8.0,-2.4929271776005155,KXGOVTCUTS-28,How much government spending will Trump cut before his term ends?,0.6734,0.6734,-1.8195271776005155,0.6734,1.0
KXDEBTGROWTH-28DEC31-50,Will the national debt hit $50 trillion during the Trump Administration?,active,4.0,4.0,2.0,0.0,0.0,0.0,49.0,4.0,-22.0,-22.40979790419162,19.7421375,35.0,45.0,4.0,-1.7416820418727572,KXDEBTGROWTH-28DEC31,Peak US National Debt Under Trump Administration,-21.12815,0.87185,-0.8698320418727572,0.87185,1.0
KXDEBTGROWTH-28DEC31-45,Will the national debt hit $45 trillion during the Trump Administration?,active,7.0,440.0,8.0,0.0,0.0,0.0,83.0,7.0,-2.0,-14.6127397589041,43.37844150000001,67.0,82.0,7.0,-0.4309644062711508,KXDEBTGROWTH-28DEC31,Peak US National Debt Under Trump Administration,-1.4295875000000002,0.5704124999999999,0.1394480937288491,0.5704124999999999,1.0
KXDEBTGROWTH-28DEC31-40,Will the national debt hit $40 trillion during the Trump Administration?,active,3.0,448.0,5.0,-0.804942990990985,0.6577287499999999,97.0,98.0,3.0,0.0,-1794.1538819597345,3468.0035064032704,0.0,88.0,3.0,-2.165751385253589,KXDEBTGROWTH-28DEC31,Peak US National Debt Under Trump Administration,0.1182125000000001,0.1182125000000001,-2.047538885253589,0.1182125000000001,1.0
KXTDEFICITHALF-29,Will Trump halve the trade deficit?,active,1.0,371.0,12.0,-8.668377629146924,3.1689246222222214,24.0,34.0,1.0,-1.4654775161751512,-0.6782058906249995,73.44390575,23.0,50.0,1.0,0.0990169474444039,KXTDEFICITHALF-29,Will Trump halve the trade deficit?,-0.7235650161751511,0.7419125000000001,0.840929447444404,0.7419125000000001,0.0
KXEOTRUMPTERM-29JAN20-800,"Will the President sign more than 800 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,7.0,24.0,2.0,0.7587090000000001,0.7587090000000001,23.0,30.0,7.0,0.0,0.7587090000000001,0.7587090000000001,23.0,30.0,7.0,0.0,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,0.6817125000000002,0.6817125000000002,0.6817125000000002,0.6817125000000002,1.0
KXEOTRUMPTERM-29JAN20-775,"Will the President sign between 750 and 800 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,,,,,,,,,,,,,,,,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,,,,,
KXEOTRUMPTERM-29JAN20-724,"Will the President sign between 700 and 749 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,,,,,,,,,,,,,,,,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,,,,,
KXEOTRUMPTERM-29JAN20-674,"Will the President sign between 650 and 699 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",no trades,,,,,,,,,,,,,,,,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,,,,,
KXEOTRUMPTERM-29JAN20-624,"Will the President sign between 600 and 649 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",no trades,,,,,,,,,,,,,,,,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,,,,,
KXEOTRUMPTERM-29JAN20-574,"Will the President sign between 550 and 599 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,10.0,,,,,,,10.0,0.0,-0.2535610000000002,0.0,0.0,12.0,10.0,0.0,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,0.1974,0.1974,0.1974,0.1974,1.0
KXEOTRUMPTERM-29JAN20-524,"Will the President sign between 500 and 549 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,2.0,,,,,,,2.0,0.0,,,,,2.0,0.0,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,0.34265,0.34265,0.34265,0.34265,0.0
KXEOTRUMPTERM-29JAN20-474,"Will the President sign between 450 and 499 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,7.0,,,,,,,7.0,0.0,-0.1828750000000002,0.0,0.0,1.0,7.0,0.0,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,0.2722125000000001,0.2722125000000001,0.2722125000000001,0.2722125000000001,1.0
KXEOTRUMPTERM-29JAN20-424,"Will the President sign between 400 and 449 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,3.0,,,,,,,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,0.1504125,0.1504125,0.1504125,0.1504125,1.0
KXEOTRUMPTERM-29JAN20-374,"Will the President sign between 350 and 399 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,,,,,,,,,,,,,,,,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,,,,,
KXEOTRUMPTERM-29JAN20-324,"Will the President sign between 300 and 349 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,,11.0,3.0,,,,,,,,,,,,,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,,,,,
KXEOTRUMPTERM-29JAN20-300,"Will the President sign fewer than 300 Executive Orders between Jan 20, 2025 and Jan 20, 2029?",active,2.0,9.0,2.0,-0.0884969999999999,0.0,0.0,11.0,2.0,0.0,-4.389047826086958,38.0036244,0.0,67.0,2.0,101.95162326255492,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,0.28665,0.28665,102.23827326255493,0.28665,0.0
POWER-28-RH-RS-RP,"Will the Republican party win the House, the Republican party win the Senate, and the Republican party win the Presidency?",active,4.0,518.0,18.0,2.56161,4.7930305,22.0,25.0,4.0,-0.0916435309979784,44.48841136262165,212.16703320851065,21.0,29.0,4.0,1.1348161999517887,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",0.5282064690020216,0.6198500000000001,1.7546661999517887,0.6198500000000001,1.0
POWER-28-RH-RS-DP,"Will the Republican party win the House, the Republican party win the Senate, and the Democratic party win the Presidency?",active,6.0,48.0,5.0,-0.1763999999999998,0.0,0.0,11.0,6.0,0.0,1.3240920000000005,1.3240920000000005,4.0,10.0,6.0,0.0,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",0.22785,0.22785,0.22785,0.22785,1.0
POWER-28-RH-DS-RP,"Will the Republican party win the House, the Democratic party win the Senate, and the Republican party win the Presidency?",active,1.0,10.0,1.0,-0.0203699999999999,0.0,0.0,4.0,1.0,0.0,0.8438047499999997,0.8438047499999997,2.0,3.0,1.0,0.0,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",0.0853125,0.0853125,0.0853125,0.0853125,0.0
POWER-28-RH-DS-DP,"Will the Republican party win the House, the Democratic party win the Senate, and the Democratic party win the Presidency?",active,2.0,240.0,2.0,-0.6451199999999995,0.0,0.0,5.0,2.0,0.0,7.564723,17.63924325,1.0,4.0,2.0,0.0,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",0.10185,0.10185,0.10185,0.10185,0.0
POWER-28-DH-RS-RP,"Will the Democratic party win the House, the Republican party win the Senate, and the Republican party win the Presidency?",active,4.0,253.0,7.0,-1.3637475000000014,0.4156487499999985,11.0,16.0,4.0,-0.3999999999999999,-3.7520924999999954,15.340301388888888,12.0,16.0,4.0,-0.3999999999999999,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",-0.0041499999999999,0.39585,-0.0041499999999999,0.39585,1.0
POWER-28-DH-RS-DP,"Will the Democratic party win the House, the Republican party win the Senate, and the Democratic party win the Presidency?",active,1.0,152.0,6.0,-1.637496000000001,0.0,0.0,21.0,1.0,0.0,-30.843150378340564,7.015977249999994,18.0,21.0,1.0,0.0102588021348051,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",0.5277125,0.5277125,0.5379713021348052,0.5277125,0.0
POWER-28-DH-DS-RP,"Will the Democratic party win the House, the Democratic party win the Senate, and the Republican party win the Presidency?",active,1.0,300.0,7.0,0.1092014999999997,0.1092014999999997,4.0,5.0,1.0,0.0,0.3349192499999986,2.4832015000000003,3.0,5.0,1.0,0.0,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",0.1504125,0.1504125,0.1504125,0.1504125,0.0
POWER-28-DH-DS-DP,"Will the Democratic party win the House, the Democratic party win the Senate, and the Democratic party win the Presidency?",active,6.0,1960.0,31.0,-6.123476986238532,2.785524,25.0,36.0,6.0,-0.8834851397720616,-168.78056943129775,170.41728351612903,20.0,34.0,6.0,0.2350885549670495,POWER-28,"Who will win the House, Senate, and Presidency in 2028?",-0.1218851397720615,0.7616,0.9966885549670496,0.7616,1.0
KXGDPUSMAX-28-5,Will quarterly GDP be above 5% in any quarter in Q1 2025 to Q4 2028?,active,4.0,1169.0,44.0,13.49019443362832,14.5781875,60.0,65.0,4.0,0.0633535252105026,25.505903999999973,50.69711111111111,59.0,65.0,4.0,0.0831167500853541,KXGDPUSMAX-28,Will there be a Trump economic boom?,0.8879535252105026,0.8246,0.907716750085354,0.8246,1.0
KXAMEND22-29-JAN01,"Will the 22nd Amendment be repealed or reinterpreted to let Presidents run for a third term before Jan 1, 2029",active,2.0,283.0,21.0,-1.1574419999999992,0.0,0.0,12.0,2.0,0.258055246225798,-412.46843884627606,141.1656579005694,9.0,13.0,2.0,0.2712367691155425,KXAMEND22-29,Will Trump be allowed to run for a 3rd term?,0.5730552462257981,0.315,0.5862367691155426,0.315,0.0
KXTRUMPRESIGN,Will President Trump resign before his term is up?,active,4.0,2409.0,33.0,-0.1960960000000056,3.75212725,16.0,21.0,4.0,0.1402932759775968,265.195232,265.195232,16.0,20.0,4.0,0.6563605581534214,KXTRUMPRESIGN,Will Trump resign during his term?,0.6568932759775968,0.5166000000000001,1.1729605581534217,0.5166000000000001,1.0
KXTRUMPPARDONS-29JAN21-BCJ,"Will Brian Cole Jr. receive a presidential pardon before Jan 21, 2029?",active,10.0,609.0,2.0,0.0,0.0,0.0,17.0,10.0,-2.0,0.0,0.0,0.0,17.0,10.0,-2.0,KXTRUMPPARDONS-29JAN21,Who will Trump pardon?,-1.60415,0.39585,-1.60415,0.39585,1.0
