market_ticker,market_title,status,current_spread,volume_7d_contracts,volume_7d_orders,7d_profit_current_usd,7d_profit_optimal_usd,7d_optimal_bid,7d_optimal_ask,7d_current_spread,7d_required_spread,60d_profit_current_usd,60d_profit_optimal_usd,60d_optimal_bid,60d_optimal_ask,60d_current_spread,60d_required_spread,event_ticker,event_title,7d_required_spread_with_fees,7d_roundtrip_fee_cents,60d_required_spread_with_fees,60d_roundtrip_fee_cents,spread_sufficient_flag
GOVPARTYDE-28-D,Will the Democratic party win the governorship in Delaware,active,5.0,,,,,,,5.0,0.0,,,,,5.0,0.0,GOVPARTYDE-28,Who will win the governorship in Delaware?,0.3289125,0.3289125,0.3289125,0.3289125,1.0
KXZELENSKYPUTIN-29-VPUT,"Volodymyr Zelenskyy and Vladimir Putin meet before Jan 20, 2029?",active,3.0,520.0,12.0,3.7560262499999992,3.7560262499999992,63.0,66.0,3.0,-0.6181186920870133,-458.276163130092,93.04879158153776,64.0,69.0,3.0,-0.7838593911864834,KXZELENSKYPUTIN-29,Will Zelenskyy and Putin talk during Trump's term?,0.1832938079129867,0.8014125000000001,0.0175531088135166,0.8014125000000001,1.0
KXWITHDRAW-29-UN,"Will the U.S. withdraw from United Nations before Jan 20, 2029?",active,7.0,,,,,,,7.0,0.0,,,,,7.0,0.0,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,0.5053125,0.5053125,0.5053125,0.5053125,1.0
KXWITHDRAW-29-OECD,"Will the U.S. withdraw from OECD before Jan 20, 2029?",active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,0.5806500000000001,0.5806500000000001,0.5806500000000001,0.5806500000000001,1.0
KXWITHDRAW-29-INTERPOL,"Will the U.S. withdraw from Interpol before Jan 20, 2029?",active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,0.2576,0.2576,0.2576,0.2576,1.0
KXWITHDRAW-29-IDB,"Will the U.S. withdraw from Inter-American Development Bank before Jan 20, 2029?",no trades,,,,,,,,,,,,,,,,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,,,,,
KXWITHDRAW-29-IAEA,"Will the U.S. withdraw from International Atomic Energy Agency before Jan 20, 2029?",no trades,,,,,,,,,,,,,,,,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,,,,,
KXWITHDRAW-29-WTO,"Will the U.S. withdraw from World Trade Organization before Jan 20, 2029?",active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,0.8158500000000001,0.8158500000000001,0.8158500000000001,0.8158500000000001,1.0
KXWITHDRAW-29-WBANK,"Will the U.S. withdraw from World Bank Group before Jan 20, 2029?",active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,0.6562500000000001,0.6562500000000001,0.6562500000000001,0.6562500000000001,1.0
KXWITHDRAW-29-IMF,"Will the U.S. withdraw from International Monetary Fund before Jan 20, 2029?",active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,0.5166000000000001,0.5166000000000001,0.5166000000000001,0.5166000000000001,1.0
KXWITHDRAW-29-G7,"Will the U.S. withdraw from G7 before Jan 20, 2029?",no trades,,,,,,,,,,,,,,,,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,,,,,
KXWITHDRAW-29-G20,"Will the U.S. withdraw from G20 before Jan 20, 2029?",no trades,,,,,,,,,,,,,,,,KXWITHDRAW-29,What will the U.S. withdraw from during the Trump Administration?,,,,,
KXVETOOVERRIDE-29JAN20,Will Congress ever override Trump's veto?,active,9.0,,,,,,,9.0,0.0,-5.835177015384615,9.977633222222224,18.0,27.0,9.0,0.0,KXVETOOVERRIDE-29JAN20,Will Congress ever override Trump's veto?,0.6649125,0.6649125,0.6649125,0.6649125,1.0
KXUSAKIM-29,Will Kim Jong-Un visit the United States during Trump's term?,active,3.0,160.0,9.0,-0.3678997500000002,0.0,0.0,29.0,3.0,-0.1469943352083508,-7.991700096958173,8.6082995,21.0,27.0,3.0,-0.0569479341370499,KXUSAKIM-29,Will Kim Jong-Un visit the US during Trump's term?,0.5347181647916494,0.6817125000000002,0.6247645658629501,0.6817125000000002,1.0
KXTRUMPSNL-29,Will Trump go on SNL during his second term?,active,4.0,477.0,44.0,5.725014,6.713289749999999,14.0,19.0,4.0,-0.0477676643483016,7.307672635802469,12.64975575,14.0,19.0,4.0,0.0379223950226094,KXTRUMPSNL-29,Will Trump go on SNL during his second term?,0.4226323356516984,0.4704000000000001,0.5083223950226095,0.4704000000000001,1.0
KXTRUMPREMOVE,Will Trump be impeached and removed from office?,active,1.0,2382.0,54.0,-19.879610253937017,0.4215794999999969,19.0,21.0,1.0,0.429128784747792,-4823.747740668574,302.5747944456522,18.0,23.0,1.0,0.5690275930903892,KXTRUMPREMOVE,Will Trump be impeached and removed from office?,0.978541284747792,0.5494125000000001,1.1184400930903893,0.5494125000000001,0.0
KXTRUMPPARDONFAMILY-29JAN20,"Will Donald Trump or any members of his immediate family or their spouses receive a presidential pardon before Jan 20, 2029?",active,7.0,34.0,6.0,-0.0002082500000002,0.0,0.0,74.0,7.0,0.0,0.969096841836722,21.8146825,65.0,72.0,7.0,0.4389027374608014,KXTRUMPPARDONFAMILY-29JAN20,Will Trump pardon any members of his family?,0.7419125000000001,0.7419125000000001,1.1808152374608016,0.7419125000000001,1.0
KXTRUMPAGCOUNT-29-5,How many Attorneys General will Trump have?,no trades,,,,,,,,,,,,,,,,KXTRUMPAGCOUNT-29,How many Attorneys General will Trump have?,,,,,
KXTRUMPAGCOUNT-29-4,How many Attorneys General will Trump have?,no trades,,,,,,,,,,,,,,,,KXTRUMPAGCOUNT-29,How many Attorneys General will Trump have?,,,,,
